disease_ID,disease_name,ICD9,meridian,symptoms,acupoints
DIS0526,脾臟腫大,,董氏奇穴四四部位上臂部分,[],"['人宗穴', '火星下穴', '外白穴', '三重穴', '木斗穴', '木留穴', '木黃穴', '脾腫二穴', '內白穴', '三叉二穴', '肝靈穴', '土昌穴', '一重穴', '二重穴', '脾腫一穴', '三眼穴']"
SYS0138,腳痛,,董氏奇穴四四部位上臂部分,['腳痛'],"['人宗穴', '靈骨穴', '行間', '解溪', '中九里穴', '火菊穴', '太溪', '商丘', '地宗穴', '天宗穴', '下九里穴', '上九里穴', '李白穴', '手五金穴', '手千金穴', '丘墟', '五虎穴', '沖陽']"
DIS0241,口瘡,528.2,董氏奇穴七七部為小腿部位,['口腔黏膜出現疼痛的小潰瘍，常發生於頰、舌、口腔底或牙齦上'],"['四花上穴', '四花中穴', '四花下穴', '三重穴', '俠承漿', '承漿', '外三關穴']"
DIS0360,五十肩,716.91,董氏奇穴七七部為小腿部位,"['肩關節周圍疼痛、活動受限', '無法高舉手臂，轉動肩部時會出現疼痛']","['四花上穴', '四花中穴', '火星上穴', '火星下穴', '三重穴', '曲陵穴', '肩中穴', '建中穴', '肩峰穴', '花骨二穴', '天皇副穴', '人皇穴', '肩前', '肩髃', '肩髎', '尺澤', '偏肩穴', '李白穴', '下曲穴', '內通關穴', '內通山穴', '內通天穴', '三肩穴', '足千金穴', '足五金穴', '條口']"
DIS0169,心肌梗塞,410,董氏奇穴七七部為小腿部位,"['胸口會開始出現廣泛性疼痛，並往上轉移、放射性痛，散布到肩膀、手臂、脖子、下巴、牙齒、胃痛、上腹部、後背', '呼吸困難、冒冷汗、嘔吐以及暈眩', '休息後還是沒辦法緩解疼痛', '失去意識、心律不整、血壓下降甚至休克']","['四花上穴', '四花中穴', '四花下穴', '心靈穴', '通腎穴', '通關穴', '通天穴', '通山穴', '心常一穴', '心常二穴', '心常三穴', '四花副穴', '駟馬下穴', '駟馬上穴', '駟馬中穴', '狹心點', '委中穴']"
DIS0174,心臟內膜炎,424,董氏奇穴七七部為小腿部位,[],"['四花上穴', '四花中穴', '四花下穴', '四花副穴']"
DIS0181,心臟肥大,429.3,董氏奇穴七七部為小腿部位,[],"['四花上穴', '四花中穴', '四花下穴', '心靈穴', '通關穴', '通天穴', '五嶺穴', '心常一穴', '心常二穴', '心常三穴', '委中穴']"
DIS0508,心臟麻痺,,董氏奇穴七七部為小腿部位,"['人體胸骨緊綳性疼痛、常發射至左肩、左臂、甚至左手手指，時間較短', '驚慌和呼吸急促']","['四花上穴', '四花中穴', '四花下穴', '四花外穴', '曲陵穴', '心靈穴', '火硬穴', '地宗穴', '火主穴', '四花副穴', '建力穴', '中力穴', '四花里穴', '火包穴', '三靈穴', '後心穴', '神耳穴']"
SYS0052,扭傷(肩部),840,董氏奇穴七七部為小腿部位,[],"['四花上穴', '四花中穴', '靈骨穴', '曲陵穴', '肩中穴', '花骨二穴', '天皇副穴', '肩髃', '肩髎', '大白穴', '中白穴', '下白穴', '肩貞', '足千金穴']"
SYS0122,空腹時悶痛,,董氏奇穴七七部為小腿部位,[],"['四花上穴', '四花中穴', '四花下穴', '側三里穴', '靈骨穴', '門金穴']"
SYS0016,肩痛,719.41,董氏奇穴七七部為小腿部位,[],"['四花上穴', '四花中穴', '四花外穴', '合谷', '中九里穴', '風池', '肺俞', '天柱', '曲陵穴', '肩中穴', '建中穴', '花骨二穴', '天皇副穴', '膏肓', '曲池', '下九里穴', '上九里穴', '肩貞', '大杼', '足千金穴', '後溪', '腕骨', '通里', '三叉三穴', '志室', '三叉一穴', '肩井', '木二穴', '木一穴', '木三穴', '小節穴', '三靈穴', '膈關', '頸項點']"
DIS0224,肺炎,486,董氏奇穴七七部為小腿部位,[],"['四花上穴', '四花中穴', '四花下穴', '靈骨穴', '大間穴', '重魁穴', '中九里穴', '風門', '肺俞', '豐隆', '重子穴', '重仙穴', '曲陵穴', '膏肓', '尺澤', '下九里穴', '上九里穴', '小間穴', '大白穴', '心俞', '大杼', '四花副穴', '駟馬下穴', '駟馬上穴', '駟馬中穴', '中間穴', '脾腫二穴', '五虎穴', '孔最', '土水穴', '肺金穴', '結核穴']"
DIS0230,肺氣腫,492,董氏奇穴七七部為小腿部位,[],"['四花上穴', '四花中穴', '四花下穴', '靈骨穴', '四花外穴', '重魁穴', '重子穴', '重仙穴', '太溪', '復溜', '大白穴', '心常一穴', '心常二穴', '心常三穴', '四花副穴', '曲差', '肺氣腫點']"
DIS0432,胃脹氣,787.3,董氏奇穴七七部為小腿部位,['胃脹氣'],"['四花上穴', '四花中穴', '四花下穴', '腑腸穴', '靈骨穴', '門金穴', '大白穴']"
SYS0129,眼睛痠痛,,董氏奇穴七七部為小腿部位,['眼睛痠痛'],"['四花上穴', '四花中穴', '四花下穴', '三叉一穴']"
DIS0139,結膜炎,372.3,董氏奇穴七七部為小腿部位,[],"['四花上穴', '四花中穴', '四花下穴', '內關', '頭維', '陽池', '神庭', '上星', '中白穴', '上白穴', '承光', '四花副穴', '曲差', '分白穴', '頭臨泣', '止涎五穴', '內白穴', '玉枕', '目窗', '珠園穴', '水腰穴', '五處']"
SYS0123,飯後腹悶痛,,董氏奇穴七七部為小腿部位,['飯後腹悶痛'],"['四花上穴', '四花中穴', '側三里穴', '通胃穴']"
SYS0041,噁心,787.02,董氏奇穴七七部為小腿部位,['噁心'],"['四花上穴', '門金穴', '水通穴', '水金穴', '天皇副穴', '人皇穴', '地皇穴', '天皇穴', '耳背穴', '上里穴', '四腑一穴', '四腑二穴']"
SYS0088,頭暈,,董氏奇穴七七部為小腿部位,['頭暈'],"['四花上穴', '火星上穴', '火星下穴', '靈骨穴', '水通穴', '水金穴', '合谷', '太沖', '內關', '太陽一穴', '太陽二穴', '中九里穴', '後會穴', '太陽', '風池', '大椎', '火菊穴', '天皇副穴', '人皇穴', '七里穴', '太溪', '曲池', '心靈穴', '火硬穴', '百會', '下九里穴', '上九里穴', '通腎穴', '通胃穴', '通背穴', '膽穴', '火腑海穴', '中白穴', '下白穴', '州崙穴', '印堂', '火連穴', '火散穴', '通關穴', '通天穴', '五嶺穴', '通山穴', '中間穴', '下間穴', '開脾穴', '三叉三穴', '通心穴', '神耳穴', '通靈穴', '支通穴', '落通穴', '土昌穴', '腦清', '後枝穴', '天耳穴', '富頂穴', '水腰穴']"
SYS0049,下腹痛,789,董氏奇穴七七部為小腿部位,['下腹痛'],"['四花中穴', '四花下穴', '門金穴', '內關', '內庭', '曲陵穴', '火菊穴', '指五金穴', '指三黃穴', '三河穴', '其門穴', '其角穴', '其正穴', '火陵穴', '花骨四穴', '正宗穴', '正士穴', '搏球穴', '指千金穴', '關元', '心靈穴', '三陰交']"
DIS0179,心肌炎,429,董氏奇穴七七部為小腿部位,"['病發前常出現上呼吸道感染或消化道感染和其他病毒性疾病的症狀', '如發燒、咳嗽、喉嚨痛、嘔吐、腹瀉、肌肉酸痛、疲倦乏力、臉色蒼白及心悸、胸悶、胸痛、心搏過速或過緩，或心律不整等，甚至休克']","['四花中穴', '四花外穴', '內關', '郄門', '大陵', '心門穴', '通關穴', '通天穴', '通山穴']"
SYS0102,手腕痛,,董氏奇穴七七部為小腿部位,['手腕痛'],"['四花中穴', '陽池', '陽溪', '四花副穴', '足臨泣', '水愈穴', '頭臨泣', '地五會', '俠溪', '陽谷']"
DIS0011,肋膜炎,012.0,董氏奇穴七七部為小腿部位,[],"['四花中穴', '四花外穴', '指駟馬穴', '上高穴', '駟馬下穴', '駟馬上穴', '駟馬中穴', '七虎穴', '下高穴']"
DIS0546,血管硬化,,董氏奇穴七七部為小腿部位,"['手脚发冷、麻痹感', '记忆力衰退，对数字、日期、人地名忘得快，刚想做的事转身就忘了', '性格改变，易激动，喜怒哀乐变化无常', '体重超重', '注意力不集中，思维反应变迟钝，动作变得迟钝', '头晕、头痛，时轻时重，反复发作', '睡眠很浅，醒后难入眠，多梦，并常失眠，容易倦怠，提不起勁']","['四花中穴', '四花外穴', '肩中穴', '建中穴', '肩峰穴', '地宗穴', '李白穴', '下曲穴', '五嶺穴', '委中穴', '通心穴', '通靈穴', '支通穴', '落通穴', '後枝穴', '富頂穴']"
SYS0112,乳房脹痛,,董氏奇穴七七部為小腿部位,['乳房脹痛'],"['四花中穴', '中脘', '內庭', '三陰交', '陰陵泉', '四花副穴', '上巨虛']"
DIS0256,盲腸炎,540,董氏奇穴七七部為小腿部位,"['腹痛、噁心或嘔吐', '輕微發燒', '疾病初起，痛點就集中在右下腹，或是在上腹部或肚臍周圍，數小時後，再轉移至右下腹，持續性的悶痛，隨著咳嗽或腹部用力而加劇']","['四花中穴', '門金穴', '四花外穴', '手解穴', '上高穴', '四花副穴', '下高穴', '闌尾']"
DIS0249,胃出血,535.41,董氏奇穴七七部為小腿部位,"['噁心、嘔吐暗紅色或咖啡色液體，可混有食物，呈酸性反應', '可伴有頭暈、心悸、面色蒼白、脈搏細弱、心率增快、血壓下降、']","['四花中穴', '胃俞', '肺俞', '姐妹三穴', '姐妹一穴', '姐妹二穴', '膈俞', '心俞', '四花副穴', '胃毛七穴']"
SYS0163,食指痛,,董氏奇穴七七部為小腿部位,['食指痛'],"['四花中穴', '五虎穴', '海豹穴']"
DIS0541,脊椎骨刺,,董氏奇穴七七部為小腿部位,"['手腳出現燒灼或針刺、刺痛感', '站著或走路時，脖子、腰部或下背部有鈍痛、隱隱作痛的感覺', '身體的某個部分失去協調性', '肌肉抽搐、痙攣、抽筋', '肌肉衰弱萎縮', '麻木、遲鈍感', '肩部、臀部、大腿有輻射狀的疼痛，也可能蔓延引起頭痛']","['四花中穴', '中九里穴', '下九里穴', '上九里穴', '肺心穴', '明黃穴', '四花副穴', '委中穴', '腕順一穴', '正脊穴']"
SYS0104,掌背紅腫,,董氏奇穴七七部為小腿部位,['掌背紅腫'],"['四花中穴', '四花副穴']"
SYS0017,膝痛,719.46,董氏奇穴七七部為小腿部位,['膝痛'],"['四花中穴', '四花下穴', '陽陵泉', '行間', '大間穴', '重子穴', '重仙穴', '肩中穴', '建中穴', '雲白穴', '太溪', '陰陵泉', '上曲穴', '膽穴', '側間穴', '小間穴', '李白穴', '下曲穴', '心門穴', '心膝穴', '木火穴', '通關穴', '通天穴', '通山穴', '中間穴', '下間穴', '京骨', '火耳穴', '三叉二穴', '玉火穴', '土水穴', '火膝穴', '陽輔', '膝靈穴', '三金穴']"
DIS0385,關節疼痛(肘部),719.42,董氏奇穴七七部為小腿部位,[],"['四花中穴', '靈骨穴', '中九里穴', '外關', '曲池', '尺澤', '上九里穴', '火腑海穴', '肘髎']"
SYS0180,下肢浮腫,,董氏奇穴七七部為小腿部位,"['持續下肢腫脹和乏力', '下肢淺靜脈嚴重曲張']","['四花下穴', '腑腸穴']"
DIS0259,疝氣,553.9,董氏奇穴七七部為小腿部位,['在病灶物有凸出物，在站立跟舉重物時特別明顯，病人可能會有沉悶感以及疼痛，有時還會合併噁心、嘔吐、腹脹等腸道阻塞症狀'],"['四花下穴', '腑腸穴', '門金穴', '太沖', '大間穴', '關元', '三陰交', '湧泉', '陰陵泉', '中極', '歸來', '大敦', '側間穴', '小間穴', '光明', '中間穴', '下間穴', '地士穴', '海豹穴', '交信', '蠡溝', '浮間穴', '外間穴', '陽交', '曲泉', '木府穴', '木梁穴', '木昌穴', '腑快穴']"
DIS0119,三叉神經痛,350.1,董氏奇穴七七部為小腿部位,"['突然發作的陣發性劇痛', '患側面肌抽搐', '單側疼痛', '惡心嘔吐', '頭臉面部感覺喪失，肌肉麻痹或其他顱神經麻痹症狀，如複視、顏面肌肉麻痺等']","['側三里穴', '大間穴', '太陽一穴', '太陽二穴', '外白穴', '重魁穴', '手解穴', '三重穴', '側下三里穴', '下泉穴', '上泉穴', '中九里穴', '三叉神經點', '後會穴', '州天穴', '州銀穴', '俠承漿', '浮白', '風市', '感覺區', '顳後線', '頂顳後斜線', '承漿', '顴髎']"
SYS0196,手痠,,董氏奇穴七七部為小腿部位,['手痠'],"['側三里穴', '側下三里穴']"
SYS0043,吞嚥困難,787.2,董氏奇穴七七部為小腿部位,['吞嚥困難'],"['側三里穴', '胃俞', '天突', '心靈穴', '膈俞', '膻中', '足千金穴']"
DIS0591,面神經痛,,董氏奇穴七七部為小腿部位,['面神經痛'],"['側三里穴', '側下三里穴']"
DIS0413,腱鞘炎,727,董氏奇穴七七部為小腿部位,[],"['側三里穴', '列缺', '地宗穴', '天黃穴', '明黃穴', '其黃穴', '陽溪', '五虎穴', '四肢穴']"
DIS0386,關節疼痛(腕部),719.43,董氏奇穴七七部為小腿部位,[],"['側三里穴', '合谷', '三重穴', '側下三里穴', '天皇副穴', '陽池', '明黃穴', '陽溪', '腕骨', '四肢穴', '天皇穴', '腕順一穴', '腕順二穴', '中泉']"
DIS0612,消化系統疾病,,足太陽膀胱經,[],"['胃俞', '中脘']"
DIS0173,心臟瓣膜症,424,董氏奇穴一一部位手指部分,"['活动后心慌、气短、疲乏和倦怠，活动耐力明显减低，稍作运动便出现呼吸困难（即劳力性呼吸困难）', '夜间阵发性呼吸困难甚至无法平卧休息', '咯血，轻者痰中伴有血丝，重者一次性咯出大量鲜血', '头晕、黑蒙甚至晕厥', '心前区不适或心绞痛']","['火星上穴', '火星下穴', '心靈穴', '地宗穴', '通關穴', '通天穴', '通山穴']"
DIS0233,外因性氣喘,493,董氏奇穴一一部位手指部分,[],"['火星上穴', '火星下穴']"
DIS0049,多發性骨髓瘤,203,董氏奇穴一一部位手指部分,"['贫血', '骨痛', '周围感觉神经麻木']","['火星上穴', '火星下穴']"
SYS0076,肩胛骨痛,,董氏奇穴一一部位手指部分,[],"['火星上穴', '火星下穴', '承山', '心膝穴', '大杼', '三肩穴', '七虎穴']"
SYS0133,腿痛,,董氏奇穴一一部位手指部分,['腿痛'],"['火星上穴', '火星下穴', '肝門穴', '中九里穴', '七里穴', '委中', '崑崙', '三河穴', '心靈穴', '下九里穴', '上九里穴', '木關穴', '環跳', '木火穴', '後溪', '腕骨', '三叉三穴', '水清穴', '州靈穴', '腕順一穴', '腕順二穴', '犢鼻', '土水穴', '木府穴', '木梁穴', '木昌穴', '三靈穴', '內膝眼']"
SYS0139,胃脹,,董氏奇穴一一部位手指部分,['胃脹'],"['火星下穴', '脾腫二穴', '三齒穴', '脾腫一穴']"
DIS0534,脾炎,,董氏奇穴一一部位手指部分,[],"['火星下穴', '三重穴', '木黃穴', '脾腫二穴', '土昌穴', '一重穴', '二重穴', '脾腫一穴']"
DIS0266,大腸炎,555.1,董氏奇穴二二部位手掌部分,"['腹痛、腹瀉', '食欲減退、惡心、嘔吐', '發熱、乏力、水電解質紊亂']",['靈骨穴']
DIS0232,小兒氣喘,493,董氏奇穴二二部位手掌部分,"['發作前流涕、打噴嚏、胸悶', '發作時呼吸困呐、呼吸相延長伴有哮喘聲']","['靈骨穴', '大間穴', '重魁穴', '側間穴', '小間穴', '大白穴']"
DIS0263,小腸炎,555,董氏奇穴二二部位手掌部分,"['惡心、腹痛、腹瀉、食欲減退、嘔吐', '嘔血、黑便、脫水、腹部飽脹感', '發熱、起皮疹']",['靈骨穴']
DIS0416,中風後手足抽筋,729.82,董氏奇穴二二部位手掌部分,['中風後手足抽筋'],"['靈骨穴', '大白穴', '正會穴', '州圓穴', '州昆穴', '州崙穴', '州火穴']"
DIS0175,心臟節律不整,427,董氏奇穴二二部位手掌部分,"['心悸，胸悶、胸痛、呼吸急促、頭暈及倦怠', '休克、暈厥昏倒、甚至猝死']","['靈骨穴', '內關', '中渚', '心靈穴', '皮質下', '神門', '間使', '小腸', '交感', '心', '膻中', '通里', '外耳穴', '少府']"
DIS0110,手指麻痺,344.2,董氏奇穴二二部位手掌部分,['手指麻痺'],"['靈骨穴', '地宗穴', '大白穴', '中白穴', '手五金穴', '手千金穴', '天黃穴', '明黃穴', '其黃穴', '五虎穴', '四肢穴']"
SYS0124,月經腰痠痛,,董氏奇穴二二部位手掌部分,['月經腰痠痛'],"['靈骨穴', '水通穴', '水金穴', '人皇穴', '婦科五穴', '通背穴', '地皇穴', '下白穴', '天皇穴']"
DIS0313,卵巢炎,614.2,董氏奇穴二二部位手掌部分,"['腹痛、腰骶部疼痛、肛门坠胀感', '腰骶酸痛、疲乏无力、肛门坠胀感、精神欠佳']","['靈骨穴', '肩峰穴', '雲白穴', '神肩穴', '人皇穴', '指三黃穴', '其門穴', '其角穴', '其正穴', '還巢穴', '婦科五穴', '姐妹三穴', '木婦穴', '姐妹一穴', '姐妹二穴', '大白穴', '上高穴', '下高穴']"
DIS0505,尿道痛,,董氏奇穴二二部位手掌部分,['尿道痛'],"['靈骨穴', '雲白穴', '中極', '火主穴', '李白穴', '浮間穴', '外間穴', '曲泉', '馬快水穴']"
DIS0514,肺虛之頭暈,,董氏奇穴二二部位手掌部分,[],"['靈骨穴', '大白穴', '中白穴']"
DIS0523,肺機能失調,,董氏奇穴二二部位手掌部分,[],"['靈骨穴', '大間穴', '小間穴', '大白穴', '駟馬下穴', '駟馬上穴', '駟馬中穴', '中間穴', '人士穴', '地士穴', '天士穴']"
SYS0031,咽喉痛,784.1,董氏奇穴二二部位手掌部分,['咽喉痛'],"['靈骨穴', '合谷', '行間', '太沖', '內關', '三間', '內庭', '關沖', '液門', '中渚', '太溪', '曲池', '心靈穴', '足竅陰', '湧泉', '然谷', '照海', '商陽', '二間', '偏歷', '魚際', '少商', '尺澤', '太淵', '少澤', '璇璣', '大白穴', '心俞', '足千金穴', '足五金穴', '陽溪', '三叉三穴', '溫溜', '鼻翼穴', '孔最', '鳩尾', '啞門', '天容', '喉蛾九穴', '小海', '腎上腺', '陷谷', '咽喉']"
DIS0220,扁桃體炎,474,董氏奇穴二二部位手掌部分,['高燒、畏寒、寒顫、頭痛、嘔吐、倦怠、無力、耳朵痛、頸部淋巴結壓痛且腫大'],"['靈骨穴', '合谷', '大間穴', '三重穴', '浮白', '頭竅陰', '商陽', '魚際', '少商', '外三關穴', '側間穴', '小間穴', '大白穴', '足千金穴', '足五金穴', '耳尖', '五虎穴', '三齒穴', '喉靈穴', '一重穴', '二重穴', '土水穴', '喉中穴', '耳三穴']"
SYS0021,背痛,724.5,董氏奇穴二二部位手掌部分,['背痛'],"['靈骨穴', '水通穴', '水金穴', '重魁穴', '中九里穴', '風門', '肺俞', '重子穴', '重仙穴', '曲陵穴', '人皇穴', '七里穴', '承山', '火陵穴', '正士穴', '搏球穴', '心靈穴', '指腎穴', '地宗穴', '下九里穴', '上九里穴', '通胃穴', '通背穴', '大白穴', '火串穴', '中白穴', '下白穴', '火山穴', '肺心穴', '上白穴', '州圓穴', '州昆穴', '州崙穴', '大杼', '火散穴', '駟馬下穴', '駟馬上穴', '駟馬中穴', '中間穴', '下間穴', '人士穴', '地士穴', '天士穴', '建力穴', '中力穴', '分白穴', '束骨', '脾腫二穴', '上士穴', '三叉一穴', '火府穴', '火梁穴', '火昌穴', '金府穴', '金梁穴', '金昌穴', '腕順一穴', '腕順二穴', '玉火穴', '安脊穴', '木府穴', '木梁穴', '木昌穴', '小節穴', '水海穴', '三靈穴', '脾腫一穴', '馬金水穴', '木枝穴', '木全穴']"
DIS0450,胸壁挫傷,922.1,董氏奇穴二二部位手掌部分,[],"['靈骨穴', '火陵穴', '心靈穴', '地宗穴', '大白穴', '駟馬下穴', '駟馬上穴', '駟馬中穴', '人士穴', '地士穴', '天士穴']"
DIS0560,骨頭脹大,,董氏奇穴二二部位手掌部分,['骨頭脹大'],"['靈骨穴', '火硬穴', '火主穴', '天黃穴', '明黃穴', '其黃穴']"
SYS0024,發燒,780.6,董氏奇穴二二部位手掌部分,['發燒'],"['靈骨穴', '合谷', '重魁穴', '風門', '大椎', '重仙穴', '曲池', '少商', '大白穴', '大杼', '五嶺穴', '定喘', '感冒一穴', '感冒二穴', '陶道', '土耳穴']"
DIS0529,腦脹,,董氏奇穴二二部位手掌部分,[],"['靈骨穴', '火菊穴', '正宗穴', '正士穴', '前會穴', '火散穴', '正筋穴']"
SYS0140,腰痠,,董氏奇穴二二部位手掌部分,[],"['靈骨穴', '重魁穴', '三神穴', '大白穴', '火腑海穴', '中白穴', '下白穴', '火散穴', '肝靈穴', '支通穴', '落通穴', '腰靈穴']"
DIS0567,腸痛,,董氏奇穴二二部位手掌部分,['腸痛'],"['靈骨穴', '姐妹三穴', '姐妹一穴', '姐妹二穴']"
DIS0542,難產,,董氏奇穴二二部位手掌部分,['難產'],"['靈骨穴', '合谷', '火主穴', '火包穴', '婦靈穴']"
DIS0280,急性肝炎,573,董氏奇穴三三部位下臂部分,['疲倦、胃口不好、噁心、嘔吐，情況嚴重者會出現黃疸、右上腹悶痛、茶色尿等症狀'],['肝門穴']
DIS0444,紅血球過少,790,董氏奇穴三三部位下臂部分,[],"['肝門穴', '木斗穴', '木留穴', '天黃穴', '明黃穴', '其黃穴']"
SYS0116,腳抽筋,,董氏奇穴三三部位下臂部分,[],"['肝門穴', '手解穴', '搏球穴', '中白穴', '次白穴', '正筋穴', '木炎一穴', '木炎二穴', '木炎三穴']"
DIS0007,慢性腸胃炎,009,董氏奇穴三三部位下臂部分,[],['肝門穴']
DIS0045,子宮癌,182,董氏奇穴六六部位足掌部分,"['陰道流血', '陰道排液', '下腹胀痛及痉挛样疼痛']","['門金穴', '三重穴', '其門穴', '其角穴', '其正穴', '火硬穴', '還巢穴', '婦科五穴', '姐妹三穴', '木婦穴', '火主穴', '水晶穴', '姐妹一穴', '姐妹二穴', '地皇穴']"
DIS0228,支氣管炎,490,董氏奇穴七七部為小腿部位,"['咳嗽', '咳痰']","['四花外穴', '水通穴', '水金穴', '合谷', '大間穴', '風池', '肺俞', '天突', '豐隆', '重子穴', '重仙穴', '曲陵穴', '魚際', '尺澤', '列缺', '太淵', '三神穴', '側間穴', '小間穴', '天士穴', '建力穴', '中力穴', '曲差', '五虎穴', '後椎穴', '首英穴', '育英穴', '定喘']"
SYS0004,耳痛,388.7,董氏奇穴七七部為小腿部位,['耳痛'],"['四花外穴', '三重穴']"
SYS0111,肋痛,,董氏奇穴七七部為小腿部位,[],"['四花外穴', '三重穴', '指三黃穴', '火串穴', '天黃穴', '明黃穴', '其黃穴', '駟馬下穴', '駟馬上穴', '駟馬中穴', '人士穴', '木二穴', '木一穴', '木三穴', '木炎一穴', '木炎二穴', '木炎三穴']"
DIS0535,肋膜痛,,董氏奇穴七七部為小腿部位,[],"['四花外穴', '指駟馬穴', '駟馬下穴', '駟馬上穴', '駟馬中穴']"
DIS0237,肺病,518,董氏奇穴七七部為小腿部位,[],"['四花外穴', '中九里穴', '肺俞', '七里穴', '尺澤', '下九里穴', '上九里穴', '州圓穴', '州昆穴', '州崙穴', '駟馬下穴', '駟馬上穴', '駟馬中穴', '中府', '金前下穴', '金前上穴']"
DIS0051,脂肪瘤,214,董氏奇穴七七部為小腿部位,[],"['四花外穴', '外三關穴', '明黃穴']"
DIS0215,慢性鼻炎,472,董氏奇穴七七部為小腿部位,[],"['四花外穴', '合谷', '風池', '肺俞', '迎香', '上星', '印堂', '額中線', '上迎香']"
DIS0212,上呼吸道感染,465.9,董氏奇穴十十部位頭面部分,"['局部腫脹', '發紅', '水腫', '分泌物增加', '發燒', '吞嚥困難', '呼吸短促', '流口水', '犬吠咳嗽聲']","['水通穴', '水金穴', '合谷', '風池', '風門', '肺俞', '身柱', '大椎', '天突', '豐隆']"
DIS0080,性心理性功能障礙併早洩,302.75,董氏奇穴十十部位頭面部分,[],"['水通穴', '水金穴', '人皇穴', '關元', '三陰交', '三神穴', '水腑穴', '中極', '次髎', '通腎穴', '通胃穴', '通背穴', '地皇穴', '天皇穴']"
DIS0296,腎結石,592,董氏奇穴十十部位頭面部分,[],"['水通穴', '水金穴', '水愈穴', '馬快水穴', '馬金水穴']"
DIS0085,緊張性頭痛,307.81,董氏奇穴十十部位頭面部分,[],"['水通穴', '水金穴', '合谷', '太沖', '太陽', '風池', '人皇穴', '百會', '通腎穴', '通胃穴', '通背穴', '地皇穴', '天皇穴']"
SYS0078,口臭,,足少陽膽經,['口臭'],"['陽陵泉', '合谷', '分枝上穴', '分枝下穴', '水溝', '郄門', '大陵', '勞宮', '梁丘']"
DIS0681,反射性交感神經營養不良,,足少陽膽經,"['烧灼样疼痛，轻摸或反复轻微刺激皆可引起疼痛剧烈发作', '常伴弥漫性压痛和肿胀，并出现自主神经功能紊乱的表现，如肢体忽冷忽热，时红时白，干燥或出汗']","['陽陵泉', '合谷', '太沖', '內關', '感覺區', '四白', '肩前', '肩髃', '中渚', '外關', '曲池', '迎香', '尺澤', '手三里', '臂臑', '運動區', '人迎', '八邪', '天宗', '肩貞', '臑會', '抬肩', '瞳子髎', '完骨', '陽溪', '後溪', '腕骨']"
SYS0098,四肢抽筋,,足少陽膽經,['四肢抽筋'],"['陽陵泉', '太沖', '曲池', '百會']"
DIS0412,外側上髁炎,726.32,足少陽膽經,['肘关节外侧酸痛、活动痛，手不能用力握物'],"['陽陵泉', '合谷', '太沖', '內關', '外關', '曲池', '尺澤', '列缺', '手三里', '後溪', '肘髎', '孔最']"
SYS0009,吐血,578,足少陽膽經,['吐血'],"['陽陵泉', '神門', '郄門', '大陵', '梁丘', '魚際', '上脘']"
SYS0056,扭傷(膝部),844,足少陽膽經,[],"['陽陵泉', '肩中穴', '建中穴', '肩峰穴', '委中', '血海', '梁丘', '陰陵泉', '委陽', '犢鼻', '火膝穴', '內膝眼', '膝眼', '膝陽關']"
DIS0488,肢端感覺異常症(下肢),,足少陽膽經,[],"['陽陵泉', '太沖', '崑崙', '環跳']"
DIS0285,急性和慢性膽囊炎,575.12,足少陽膽經,['腹痛．發燒．腹部硬塊．食慾不振．噁心．嘔吐．脹氣．灰色便．茶色尿．皮膚搔癢．心灼熱．消化不良．體重減輕．背痛'],"['陽陵泉', '中脘', '膽俞', '膽囊']"
DIS0375,風濕性關節炎(髖關節痛),719.35,足少陽膽經,[],"['陽陵泉', '居髎', '環跳', '懸鐘']"
DIS0374,風濕病(股部),719.35,足少陽膽經,[],"['陽陵泉', '風市', '秩邊', '承扶']"
DIS0376,風濕病(膝部),719.36,足少陽膽經,[],"['陽陵泉', '梁丘', '犢鼻', '膝陽關']"
DIS0022,破傷風,037,足少陽膽經,"['七天內，肌肉可能會覺得緊繃且疼痛不堪', '全身強烈的肌肉痙攣、疼痛', '肌肉痙攣、幾次癲癇', '下巴僵硬、吞嚥困難', '嚴重癲癇或呼吸暫停']","['陽陵泉', '合谷', '太沖', '地倉', '大椎', '曲池', '水溝', '湧泉']"
SYS0093,脅肋痛,,足少陽膽經,[],"['陽陵泉', '七里穴', '支溝']"
DIS0495,腓腸肌痙攣,,足少陽膽經,[],"['陽陵泉', '委中', '承山', '條口']"
DIS0479,腦炎後遺症,,足少陽膽經,[],"['陽陵泉', '太沖', '風池', '大椎', '曲池', '命門', '長強', '至陽', '懸鐘', '啞門']"
SYS0109,腳踝痛,,足少陽膽經,['腳踝痛'],"['陽陵泉', '委中', '中白穴', '下白穴', '五虎穴', '小節穴', '踝靈穴']"
DIS0198,雷諾氏症,443,足少陽膽經,"['肢體末梢會有界線分明的皮膚變色', '手指對冰冷異常敏感', '手指在暴露於低溫時會變色']","['陽陵泉', '合谷', '太沖', '崑崙', '曲池', '極泉', '陰陵泉', '環跳']"
DIS0455,熱痙攣,992.2,足少陽膽經,['在干热环境条件下劳动出汗过度，随汗液排出很多NaCl发生肢体和腹壁肌肉的痉挛'],"['陽陵泉', '合谷', '太沖', '承山', '曲池', '水溝', '十宣', '印堂']"
DIS0504,膽絞痛,,足少陽膽經,[],"['陽陵泉', '太沖', '膽俞', '膽囊', '日月']"
